PY01,Designer' furniture,Emprendimiento,Pendiente
PY02,Medical sales representative,Politico,Aceptado
PY03,Scientist' research (medical),Emprendimiento,Aceptado
PY04,Pharmacist' community,Emprendimiento,Pendiente
PY05,Administrator' sports,Emprendimiento,Aceptado
PY06,Surveyor' planning and development,Emprendimiento,Pendiente
PY07,Neurosurgeon,Economico,Aceptado
PY08,Editor' film/video,Politico,Pendiente
PY09,Dance movement psychotherapist,Politico,Aceptado
PY10,Manufacturing systems engineer,Social,Aceptado
PY11,Site engineer,Politico,Rechazado
PY12,Designer' exhibition/display,Politico,Pendiente
PY13,Learning mentor,Social,Rechazado
PY14,Press photographer,Politico,Pendiente
PY15,Air traffic controller,Emprendimiento,Aceptado
PY16,Administrator' sports,Emprendimiento,Pendiente
PY17,Engineer' electronics,Politico,Rechazado
PY18,Associate Professor,Politico,Pendiente
PY19,Hydrographic surveyor,Emprendimiento,Aceptado
PY20,Geologist' wellsite,Politico,Pendiente
PY21,Scientific laboratory technician,Emprendimiento,Pendiente
PY22,Designer' interior/spatial,Emprendimiento,Rechazado
PY23,Information officer,Emprendimiento,Pendiente
PY24,Legal secretary,Emprendimiento,Pendiente
PY25,Mining engineer,Emprendimiento,Pendiente
PY26,Health promotion specialist,Emprendimiento,Pendiente
PY27,Learning disability nurse,Emprendimiento,Aceptado
PY28,Artist,Politico,Pendiente
PY29,Statistician,Economico,Rechazado
PY30,Surveyor' insurance,Emprendimiento,Aceptado
PY31,Audiological scientist,Emprendimiento,Pendiente
PY32,Herbalist,Emprendimiento,Pendiente
PY33,Personal assistant,Economico,Aceptado
PY34,Horticulturist' amenity,Social,Aceptado
PY35,Amenity horticulturist,Social,Aceptado
PY36,Scientist' research (maths),Emprendimiento,Rechazado
PY37,Radio broadcast assistant,Emprendimiento,Pendiente
PY38,Curator,Politico,Aceptado
PY39,Statistician,Social,Rechazado
PY40,Automotive engineer,Emprendimiento,Pendiente
PY41,Radiation protection practitioner,Economico,Aceptado
PY42,Magazine journalist,Emprendimiento,Aceptado
PY43,Tax adviser,Politico,Rechazado
PY44,Farm manager,Social,Aceptado
PY45,Recruitment consultant,Emprendimiento,Aceptado
PY46,Regulatory affairs officer,Politico,Rechazado
PY47,Actuary,Politico,Pendiente
PY48,Administrator' arts,Politico,Rechazado
PY49,Therapist' music,Politico,Rechazado
PY50,Retail manager,Social,Pendiente
PY51,Adult nurse,Emprendimiento,Aceptado
PY52,Administrator' charities/voluntary organisations,Politico,Aceptado
PY53,Toxicologist,Politico,Rechazado
PY54,Trade mark attorney,Social,Rechazado
PY55,Politician's assistant,Politico,Aceptado
PY56,Medical illustrator,Economico,Pendiente
PY57,Oncologist,Politico,Aceptado
PY58,Information systems manager,Emprendimiento,Aceptado
PY59,Pharmacologist,Politico,Aceptado
PY60,Diagnostic radiographer,Politico,Aceptado
PY61,Best boy,Emprendimiento,Rechazado
PY62,Fitness centre manager,Economico,Pendiente
PY63,Conservator' museum/gallery,Emprendimiento,Aceptado
PY64,Naval architect,Social,Aceptado
PY65,Veterinary surgeon,Social,Aceptado
PY66,Theatre director,Social,Pendiente
PY67,Production designer' theatre/television/film,Politico,Rechazado
PY68,Designer' industrial/product,Economico,Aceptado
PY69,Chartered legal executive (England and Wales),Emprendimiento,Pendiente
PY70,International aid/development worker,Politico,Pendiente
PY71,Engineer' civil (consulting),Emprendimiento,Aceptado
PY72,Chief Strategy Officer,Social,Aceptado
PY73,Fast food restaurant manager,Emprendimiento,Pendiente
PY74,Charity officer,Social,Aceptado
PY75,Computer games developer,Politico,Pendiente
PY76,Fast food restaurant manager,Emprendimiento,Rechazado
PY77,Television/film/video producer,Social,Aceptado
PY78,Theatre director,Emprendimiento,Pendiente
PY79,Call centre manager,Emprendimiento,Pendiente
PY80,Conservator' furniture,Politico,Pendiente
PY81,Writer,Politico,Aceptado
PY82,Scientist' product/process development,Social,Aceptado
PY83,Conservation officer' nature,Emprendimiento,Pendiente
PY84,Investment banker' corporate,Social,Aceptado
PY85,Editor' magazine features,Politico,Rechazado
PY86,Homeopath,Social,Pendiente
PY87,Psychologist' occupational,Emprendimiento,Aceptado
PY88,Museum/gallery conservator,Politico,Aceptado
PY89,Leisure centre manager,Social,Aceptado
PY90,Health physicist,Politico,Pendiente
PY91,Product manager,Emprendimiento,Aceptado
PY92,Mudlogger,Social,Rechazado
PY93,Homeopath,Social,Aceptado
PY94,Land,Politico,Pendiente
PY95,Editor' film/video,Social,Aceptado
PY96,Higher education careers adviser,Economico,Rechazado
PY97,Set designer,Emprendimiento,Aceptado
PY98,Health service manager,Politico,Rechazado
PY99,Pathologist,Emprendimiento,Rechazado
PY100,Psychotherapist,Economico,Rechazado
PY101,Environmental manager,Emprendimiento,Rechazado
PY102,Radio producer,Emprendimiento,Aceptado
PY103,Tourism officer,Politico,Pendiente
PY104,Buyer' industrial,Emprendimiento,Aceptado
PY105,Industrial buyer,Emprendimiento,Rechazado
PY106,Engineer' communications,Emprendimiento,Rechazado
PY107,Insurance broker,Politico,Pendiente
PY108,Facilities manager,Social,Rechazado
PY109,Research scientist (medical),Politico,Aceptado
PY110,Dispensing optician,Politico,Rechazado
PY111,Farm manager,Politico,Pendiente
PY112,Accountant' chartered certified,Emprendimiento,Rechazado
PY113,Network engineer,Emprendimiento,Aceptado
PY114,Photographer,Economico,Aceptado
PY115,Lecturer' higher education,Politico,Pendiente
PY116,Gaffer,Emprendimiento,Aceptado
PY117,Armed forces logistics/support/administrative officer,Politico,Rechazado
PY118,Naval architect,Politico,Pendiente
PY119,Press sub,Politico,Aceptado
PY120,Journalist' magazine,Emprendimiento,Pendiente
PY121,Psychiatric nurse,Economico,Aceptado
PY122,Production manager,Emprendimiento,Pendiente
PY123,Energy engineer,Emprendimiento,Pendiente
PY124,Sales professional' IT,Social,Rechazado
PY125,Landscape architect,Emprendimiento,Rechazado
PY126,Designer' ceramics/pottery,Emprendimiento,Aceptado
PY127,Information systems manager,Social,Aceptado
PY128,Information officer,Economico,Pendiente
PY129,Designer' television/film set,Social,Rechazado
PY130,Gaffer,Politico,Aceptado
PY131,Health visitor,Emprendimiento,Rechazado
PY132,Geneticist' molecular,Economico,Aceptado
PY133,Chief Marketing Officer,Politico,Aceptado
PY134,Claims inspector/assessor,Social,Rechazado
PY135,Osteopath,Politico,Aceptado
PY136,Surveyor' planning and development,Emprendimiento,Aceptado
PY137,Teacher' primary school,Emprendimiento,Aceptado
PY138,Print production planner,Social,Rechazado
PY139,Engineer' manufacturing systems,Social,Rechazado
PY140,Quality manager,Emprendimiento,Aceptado
PY141,Barista,Politico,Aceptado
PY142,Archaeologist,Politico,Rechazado
PY143,Clinical scientist' histocompatibility and immunogenetics,Politico,Aceptado
PY144,Learning disability nurse,Emprendimiento,Aceptado
PY145,Arts development officer,Social,Pendiente
PY146,Counsellor,Social,Rechazado
PY147,Physiotherapist,Emprendimiento,Aceptado
PY148,Child psychotherapist,Politico,Rechazado
PY149,Licensed conveyancer,Social,Aceptado
PY150,Tax inspector,Emprendimiento,Pendiente
PY151,Minerals surveyor,Social,Aceptado
PY152,Speech and language therapist,Politico,Pendiente
PY153,Event organiser,Emprendimiento,Rechazado
PY154,Cabin crew,Social,Aceptado
PY155,Data processing manager,Emprendimiento,Rechazado
PY156,Fish farm manager,Emprendimiento,Rechazado
PY157,Ranger/warden,Social,Pendiente
PY158,Oncologist,Emprendimiento,Pendiente
PY159,Animal nutritionist,Politico,Aceptado
PY160,Local government officer,Social,Pendiente
PY161,Conference centre manager,Emprendimiento,Aceptado
PY162,Marketing executive,Politico,Aceptado
PY163,Arts development officer,Social,Aceptado
PY164,Equality and diversity officer,Politico,Aceptado
PY165,Programmer' systems,Social,Aceptado
PY166,Information systems manager,Emprendimiento,Pendiente
PY167,Armed forces training and education officer,Emprendimiento,Aceptado
PY168,Oceanographer,Emprendimiento,Pendiente
